ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-68fee5,A-5ed98d,2024-03-12 00:00:00,2024-03-12 16:00:00,16,urgent,114,,FALSE
T-a9333e,A-5ed98d,2024-09-06 00:00:00,2024-09-09 00:00:00,72,medium,77,,FALSE
T-6deaa1,A-5f2961,2023-06-30 00:00:00,2023-07-02 05:00:00,53,high,19,,FALSE
T-65364e,A-5f7781,2024-05-26 00:00:00,2024-05-26 06:00:00,6,high,63,,FALSE
T-935cb7,A-5f7781,2024-08-14 00:00:00,2024-08-16 03:00:00,51,high,21,4,FALSE
T-9e1726,A-5fe118,2023-07-25 00:00:00,2023-07-25 19:00:00,19,urgent,26,4,FALSE
T-3cdeb2,A-600734,2024-09-09 00:00:00,2024-09-11 17:00:00,65,medium,88,,FALSE
T-4e07bf,A-600734,2023-10-29 00:00:00,2023-10-29 14:00:00,14,urgent,123,3,FALSE
T-7faf10,A-600734,2023-09-01 00:00:00,2023-09-03 04:00:00,52,medium,79,,FALSE
T-913bc6,A-600734,2023-11-02 00:00:00,2023-11-03 06:00:00,30,urgent,117,,FALSE
T-b154de,A-600734,2023-04-16 00:00:00,2023-04-18 23:00:00,71,urgent,57,,TRUE
T-d15fe8,A-600734,2024-03-15 00:00:00,2024-03-17 19:00:00,67,high,88,4,FALSE
T-d23384,A-600734,2023-09-03 00:00:00,2023-09-05 21:00:00,69,high,74,4,FALSE
T-01bdb9,A-625d0b,2023-11-20 00:00:00,2023-11-21 19:00:00,43,low,34,3,FALSE
T-34db33,A-625d0b,2024-11-19 00:00:00,2024-11-21 05:00:00,53,medium,21,,FALSE
T-499df5,A-625d0b,2023-05-21 00:00:00,2023-05-22 21:00:00,45,urgent,31,,FALSE
T-6e76a6,A-625d0b,2023-09-17 00:00:00,2023-09-18 13:00:00,37,urgent,141,,FALSE
T-b01917,A-625d0b,2023-12-24 00:00:00,2023-12-26 16:00:00,64,high,135,,FALSE
T-0ebaee,A-659280,2024-03-05 00:00:00,2024-03-05 02:00:00,2,medium,178,,FALSE
T-6cce32,A-659280,2024-06-12 00:00:00,2024-06-12 06:00:00,6,medium,176,4,FALSE
T-9fcefd,A-659280,2023-04-17 00:00:00,2023-04-17 02:00:00,2,low,91,4,FALSE
T-b55b60,A-659280,2024-08-25 00:00:00,2024-08-25 22:00:00,22,low,50,5,FALSE
T-31021c,A-65a46c,2023-10-14 00:00:00,2023-10-16 14:00:00,62,low,116,3,FALSE
T-539103,A-65a46c,2023-06-19 00:00:00,2023-06-21 20:00:00,68,urgent,134,3,FALSE
T-7c6ab3,A-65a46c,2024-12-23 00:00:00,2024-12-25 09:00:00,57,urgent,96,5,FALSE
T-8b2aa1,A-65a46c,2024-03-18 00:00:00,2024-03-19 13:00:00,37,medium,118,,FALSE
T-b57da5,A-65a46c,2024-06-22 00:00:00,2024-06-22 03:00:00,3,urgent,107,,FALSE
T-d1168e,A-65a46c,2024-04-09 00:00:00,2024-04-11 03:00:00,51,urgent,103,5,FALSE
T-f7d63c,A-65a46c,2024-10-29 00:00:00,2024-10-30 20:00:00,44,urgent,4,4,FALSE
T-fbc3c3,A-65a46c,2023-03-17 00:00:00,2023-03-18 15:00:00,39,urgent,51,,FALSE
T-194946,A-65aeb5,2023-08-10 00:00:00,2023-08-11 08:00:00,32,low,173,,FALSE
T-30ab22,A-65aeb5,2023-09-01 00:00:00,2023-09-03 05:00:00,53,high,146,5,FALSE
T-882ab9,A-65c341,2023-07-23 00:00:00,2023-07-24 10:00:00,34,high,90,,FALSE
T-b181e3,A-65c341,2023-10-26 00:00:00,2023-10-28 21:00:00,69,urgent,25,,FALSE
T-b23b9f,A-65c341,2023-04-15 00:00:00,2023-04-17 07:00:00,55,low,109,,FALSE
T-d466fd,A-65c341,2024-05-06 00:00:00,2024-05-06 02:00:00,2,high,122,,FALSE
T-ffb356,A-65c341,2023-10-15 00:00:00,2023-10-16 23:00:00,47,high,93,4,FALSE
T-7d4777,A-66224b,2024-11-20 00:00:00,2024-11-21 16:00:00,40,medium,4,3,FALSE
T-8027c4,A-66224b,2024-02-29 00:00:00,2024-03-01 04:00:00,28,low,113,3,FALSE
T-9d9a08,A-66224b,2024-03-22 00:00:00,2024-03-24 18:00:00,66,urgent,105,3,FALSE
T-ac4493,A-66224b,2023-08-12 00:00:00,2023-08-14 05:00:00,53,medium,172,4,FALSE
T-d6ab6c,A-66224b,2023-12-05 00:00:00,2023-12-05 06:00:00,6,urgent,58,3,FALSE
T-db5a57,A-66224b,2024-10-17 00:00:00,2024-10-18 22:00:00,46,high,43,5,FALSE
T-0aacaa,A-671f31,2023-02-02 00:00:00,2023-02-03 02:00:00,26,urgent,22,,FALSE
T-0dea8b,A-671f31,2024-01-24 00:00:00,2024-01-26 12:00:00,60,medium,45,3,FALSE
T-204881,A-671f31,2024-07-24 00:00:00,2024-07-25 04:00:00,28,urgent,80,5,FALSE
T-57d464,A-671f31,2023-11-07 00:00:00,2023-11-08 20:00:00,44,high,146,4,FALSE
T-61605e,A-671f31,2023-05-30 00:00:00,2023-05-31 01:00:00,25,medium,68,4,FALSE
T-66d5a0,A-671f31,2024-03-01 00:00:00,2024-03-01 17:00:00,17,urgent,153,,FALSE
T-9a1a87,A-671f31,2023-07-07 00:00:00,2023-07-08 07:00:00,31,high,32,5,FALSE
T-2626fb,A-67be94,2024-05-04 00:00:00,2024-05-04 14:00:00,14,high,168,,FALSE
T-32b901,A-67be94,2024-11-14 00:00:00,2024-11-16 01:00:00,49,high,1,,FALSE
T-4630ac,A-67be94,2023-07-20 00:00:00,2023-07-21 09:00:00,33,urgent,47,,FALSE
T-739439,A-67be94,2024-11-28 00:00:00,2024-11-29 05:00:00,29,high,32,3,FALSE
T-df87ef,A-67be94,2023-03-03 00:00:00,2023-03-05 20:00:00,68,high,7,5,FALSE
T-5d5c80,A-684255,2024-04-12 00:00:00,2024-04-12 10:00:00,10,urgent,153,4,FALSE
T-afc27c,A-684255,2024-07-29 00:00:00,2024-07-29 17:00:00,17,low,95,,TRUE
T-bfa749,A-684255,2023-08-04 00:00:00,2023-08-04 01:00:00,1,low,137,5,FALSE
T-d80204,A-684255,2024-08-11 00:00:00,2024-08-12 05:00:00,29,medium,6,5,FALSE
T-196fca,A-6843f2,2024-04-27 00:00:00,2024-04-29 13:00:00,61,high,22,3,FALSE
T-617256,A-6843f2,2023-12-25 00:00:00,2023-12-25 12:00:00,12,medium,134,3,FALSE
T-29acb7,A-68f37c,2023-05-07 00:00:00,2023-05-07 21:00:00,21,urgent,76,,FALSE
T-49f7fa,A-68f37c,2024-04-20 00:00:00,2024-04-20 18:00:00,18,high,139,,FALSE
T-88949f,A-68f37c,2024-10-26 00:00:00,2024-10-27 19:00:00,43,low,173,,FALSE
T-a2760f,A-68f37c,2023-11-02 00:00:00,2023-11-02 02:00:00,2,medium,169,,FALSE
T-d1454f,A-68f37c,2024-09-12 00:00:00,2024-09-12 17:00:00,17,medium,42,4,FALSE
T-2904e8,A-692f18,2024-11-11 00:00:00,2024-11-11 20:00:00,20,low,144,,FALSE
T-de489a,A-692f18,2024-07-28 00:00:00,2024-07-30 07:00:00,55,high,96,5,FALSE
T-2e478d,A-6965e1,2023-06-19 00:00:00,2023-06-20 18:00:00,42,medium,175,,FALSE
T-4d9add,A-6965e1,2023-08-12 00:00:00,2023-08-12 18:00:00,18,high,155,3,FALSE
T-818ae1,A-6965e1,2024-07-27 00:00:00,2024-07-29 09:00:00,57,low,55,,FALSE
T-0e1c0e,A-69b156,2024-07-06 00:00:00,2024-07-08 16:00:00,64,high,161,5,FALSE
T-203b1e,A-69b156,2024-06-12 00:00:00,2024-06-14 00:00:00,48,high,92,4,FALSE
T-2e22ae,A-69b156,2023-02-11 00:00:00,2023-02-12 04:00:00,28,high,8,,FALSE
T-3aa7e7,A-69b156,2024-02-28 00:00:00,2024-02-29 09:00:00,33,low,96,,FALSE
T-559617,A-69b156,2023-07-15 00:00:00,2023-07-15 20:00:00,20,high,30,,FALSE
T-9b56ac,A-69b156,2024-08-20 00:00:00,2024-08-20 22:00:00,22,medium,156,3,FALSE
T-da4f37,A-69b156,2024-09-01 00:00:00,2024-09-01 09:00:00,9,low,161,4,FALSE
T-0cfcc4,A-69fad4,2024-09-13 00:00:00,2024-09-13 01:00:00,1,urgent,164,4,FALSE
T-46fbb6,A-69fad4,2023-07-27 00:00:00,2023-07-29 06:00:00,54,low,167,,FALSE
T-8444c1,A-69fad4,2023-09-16 00:00:00,2023-09-18 23:00:00,71,medium,114,4,FALSE
T-cc8d03,A-69fad4,2024-07-19 00:00:00,2024-07-20 22:00:00,46,medium,22,3,FALSE
T-538074,A-6a4e2d,2024-04-20 00:00:00,2024-04-20 22:00:00,22,low,156,4,FALSE
T-c9a926,A-6a4e2d,2024-09-15 00:00:00,2024-09-15 15:00:00,15,low,126,5,TRUE
T-36db9a,A-6a7c9d,2023-03-09 00:00:00,2023-03-11 00:00:00,48,high,125,5,FALSE
T-990f20,A-6a7c9d,2024-08-15 00:00:00,2024-08-16 04:00:00,28,medium,42,3,FALSE
T-a32dd4,A-6a7c9d,2024-04-27 00:00:00,2024-04-28 03:00:00,27,high,13,,FALSE
T-161f9c,A-6c093d,2024-07-11 00:00:00,2024-07-12 03:00:00,27,high,6,,FALSE
T-49a11d,A-6c093d,2024-05-08 00:00:00,2024-05-09 12:00:00,36,medium,123,5,FALSE
T-4a7bb7,A-6c093d,2023-02-27 00:00:00,2023-03-01 10:00:00,58,high,76,,TRUE
T-3345a4,A-6da850,2024-12-21 00:00:00,2024-12-23 09:00:00,57,low,112,4,FALSE
T-6c817f,A-6da850,2023-08-01 00:00:00,2023-08-03 23:00:00,71,urgent,69,,FALSE
T-abcd41,A-6da850,2024-11-01 00:00:00,2024-11-02 12:00:00,36,medium,44,,FALSE
T-d890d5,A-6da850,2023-09-22 00:00:00,2023-09-22 12:00:00,12,high,131,,FALSE
T-e0c9bf,A-6da850,2023-01-10 00:00:00,2023-01-12 21:00:00,69,medium,26,,FALSE
T-2bec1c,A-6dee43,2024-11-07 00:00:00,2024-11-07 15:00:00,15,high,51,,FALSE
T-38dc90,A-6dee43,2023-02-05 00:00:00,2023-02-08 00:00:00,72,high,9,5,FALSE
T-4c0c16,A-6dee43,2024-07-19 00:00:00,2024-07-21 21:00:00,69,urgent,108,,FALSE
T-ad077a,A-6dee43,2023-10-16 00:00:00,2023-10-17 00:00:00,24,urgent,12,3,FALSE
T-d89dd4,A-6dee43,2023-11-07 00:00:00,2023-11-08 17:00:00,41,urgent,64,5,FALSE
T-8ccee6,A-6e08f3,2023-04-07 00:00:00,2023-04-08 02:00:00,26,urgent,122,3,FALSE
T-baea58,A-6e08f3,2024-08-22 00:00:00,2024-08-23 23:00:00,47,low,152,4,FALSE
T-4ebe83,A-6e7827,2024-09-25 00:00:00,2024-09-26 11:00:00,35,low,86,3,FALSE
T-e00e0a,A-6e7827,2024-11-17 00:00:00,2024-11-19 19:00:00,67,medium,81,4,FALSE
T-1374f5,A-6f50ae,2024-10-18 00:00:00,2024-10-19 02:00:00,26,medium,59,4,FALSE
T-145a95,A-6f50ae,2023-03-01 00:00:00,2023-03-02 10:00:00,34,medium,144,5,FALSE
T-22c308,A-6f50ae,2024-08-07 00:00:00,2024-08-08 21:00:00,45,low,105,5,FALSE
T-80157c,A-6f50ae,2024-11-02 00:00:00,2024-11-04 01:00:00,49,urgent,46,,FALSE
T-8e6d12,A-6f50ae,2024-11-14 00:00:00,2024-11-14 01:00:00,1,high,83,4,FALSE
T-04fe85,A-6f8ad2,2023-09-24 00:00:00,2023-09-24 06:00:00,6,high,121,4,FALSE
T-c59f77,A-6f8ad2,2024-11-30 00:00:00,2024-12-01 02:00:00,26,medium,8,,FALSE
T-de7b56,A-6f8ad2,2024-11-15 00:00:00,2024-11-17 11:00:00,59,medium,3,5,FALSE
T-fc3f98,A-6f8ad2,2023-07-12 00:00:00,2023-07-14 02:00:00,50,urgent,17,4,FALSE
T-50cda9,A-700ade,2024-03-01 00:00:00,2024-03-01 17:00:00,17,urgent,117,5,FALSE
T-88c429,A-700ade,2024-11-03 00:00:00,2024-11-04 02:00:00,26,urgent,22,,FALSE
T-abb562,A-700ade,2023-09-08 00:00:00,2023-09-08 12:00:00,12,low,6,5,FALSE
T-d4142b,A-700ade,2023-05-25 00:00:00,2023-05-27 18:00:00,66,urgent,69,4,FALSE
T-3517a8,A-702032,2023-07-28 00:00:00,2023-07-30 04:00:00,52,medium,43,,FALSE
T-519f79,A-702032,2024-07-09 00:00:00,2024-07-09 13:00:00,13,low,176,3,FALSE
T-ed12da,A-702032,2023-03-30 00:00:00,2023-03-31 12:00:00,36,medium,34,3,FALSE
T-ff4462,A-702032,2024-07-23 00:00:00,2024-07-23 03:00:00,3,high,140,,FALSE
T-1e080e,A-712426,2024-08-04 00:00:00,2024-08-04 15:00:00,15,urgent,66,5,FALSE
T-370b82,A-712426,2023-11-24 00:00:00,2023-11-26 01:00:00,49,low,87,5,FALSE
T-47ef6b,A-712426,2023-10-17 00:00:00,2023-10-17 01:00:00,1,medium,43,,FALSE
T-a1ebca,A-712426,2024-12-10 00:00:00,2024-12-11 08:00:00,32,medium,43,4,FALSE
T-d92e2e,A-712426,2024-07-18 00:00:00,2024-07-20 19:00:00,67,high,67,4,FALSE
T-fa1316,A-712426,2024-05-18 00:00:00,2024-05-20 12:00:00,60,low,169,4,FALSE
T-1b7db9,A-712533,2024-05-05 00:00:00,2024-05-06 16:00:00,40,low,145,5,FALSE
T-b5076f,A-712533,2024-08-07 00:00:00,2024-08-09 19:00:00,67,medium,53,3,FALSE
T-c475b2,A-712533,2024-10-29 00:00:00,2024-10-29 23:00:00,23,high,76,4,FALSE
T-ceb781,A-712533,2023-07-17 00:00:00,2023-07-17 09:00:00,9,low,108,3,FALSE
T-d99655,A-712533,2024-11-26 00:00:00,2024-11-28 00:00:00,48,high,104,,FALSE
T-0024de,A-712f1c,2023-07-27 00:00:00,2023-07-28 03:00:00,27,high,74,,FALSE
T-2572b1,A-712f1c,2023-11-10 00:00:00,2023-11-11 18:00:00,42,urgent,88,5,FALSE
T-26d259,A-712f1c,2023-10-26 00:00:00,2023-10-28 08:00:00,56,low,96,4,FALSE
T-67eb6f,A-712f1c,2024-08-09 00:00:00,2024-08-11 03:00:00,51,urgent,46,,FALSE
T-81a9e7,A-712f1c,2024-02-27 00:00:00,2024-02-28 19:00:00,43,medium,108,4,FALSE
T-fecc33,A-712f1c,2023-09-07 00:00:00,2023-09-08 07:00:00,31,low,121,3,FALSE
T-b7489a,A-71615e,2024-01-12 00:00:00,2024-01-14 01:00:00,49,medium,77,,FALSE
T-2f3247,A-716841,2024-04-25 00:00:00,2024-04-25 04:00:00,4,low,48,4,FALSE
T-6b6fb7,A-716841,2024-02-11 00:00:00,2024-02-11 04:00:00,4,medium,119,3,FALSE
T-7b0fe1,A-716841,2023-04-03 00:00:00,2023-04-04 16:00:00,40,low,176,,FALSE
T-87b6c4,A-716841,2023-07-01 00:00:00,2023-07-02 13:00:00,37,medium,119,,FALSE
T-c87e58,A-716841,2023-12-11 00:00:00,2023-12-13 16:00:00,64,low,102,5,FALSE
T-0e39f9,A-726cfa,2024-08-05 00:00:00,2024-08-05 09:00:00,9,high,93,4,FALSE
T-4c2f4b,A-726cfa,2023-12-02 00:00:00,2023-12-03 13:00:00,37,high,150,,FALSE
T-73d14f,A-726cfa,2023-08-22 00:00:00,2023-08-24 13:00:00,61,low,142,4,FALSE
T-0ceebb,A-72799b,2024-09-06 00:00:00,2024-09-08 07:00:00,55,high,104,5,FALSE
T-60242d,A-72799b,2024-01-29 00:00:00,2024-01-29 12:00:00,12,low,56,4,TRUE
T-75271b,A-751bd4,2023-10-22 00:00:00,2023-10-22 19:00:00,19,medium,101,,FALSE
T-804c6c,A-751bd4,2024-10-29 00:00:00,2024-10-30 04:00:00,28,medium,49,4,FALSE
T-837699,A-751bd4,2024-02-22 00:00:00,2024-02-22 21:00:00,21,urgent,174,5,TRUE
T-996921,A-751bd4,2024-11-13 00:00:00,2024-11-14 17:00:00,41,urgent,124,5,FALSE
T-ac09fb,A-751bd4,2023-09-13 00:00:00,2023-09-13 15:00:00,15,high,97,,FALSE
T-d4a251,A-751bd4,2023-01-10 00:00:00,2023-01-10 15:00:00,15,urgent,127,3,FALSE
T-5b3664,A-751c58,2024-08-05 00:00:00,2024-08-05 08:00:00,8,low,60,,FALSE
T-a6e8f4,A-751c58,2024-02-16 00:00:00,2024-02-18 20:00:00,68,low,172,4,FALSE
T-aa897f,A-751c58,2024-11-03 00:00:00,2024-11-04 17:00:00,41,low,93,5,FALSE
T-ea95ef,A-751c58,2023-02-07 00:00:00,2023-02-08 08:00:00,32,medium,147,4,FALSE
T-fd14d8,A-751c58,2023-06-21 00:00:00,2023-06-23 01:00:00,49,medium,178,,FALSE
T-23bb61,A-756192,2024-06-16 00:00:00,2024-06-17 12:00:00,36,low,171,3,FALSE
T-a61785,A-756192,2023-04-03 00:00:00,2023-04-05 11:00:00,59,urgent,17,,FALSE
T-f3e7c5,A-756192,2023-01-23 00:00:00,2023-01-23 17:00:00,17,urgent,119,5,FALSE
T-1173d2,A-7641d3,2024-12-14 00:00:00,2024-12-15 20:00:00,44,high,88,3,FALSE
T-35ae60,A-7641d3,2023-12-17 00:00:00,2023-12-19 22:00:00,70,medium,174,,FALSE
T-80caf3,A-7641d3,2023-02-21 00:00:00,2023-02-23 07:00:00,55,urgent,123,,FALSE
T-b14d75,A-7641d3,2023-03-08 00:00:00,2023-03-10 04:00:00,52,medium,115,5,TRUE
T-f37486,A-7641d3,2023-02-03 00:00:00,2023-02-03 05:00:00,5,urgent,123,5,TRUE
T-4579d9,A-76fa4d,2023-06-23 00:00:00,2023-06-24 05:00:00,29,medium,57,5,FALSE
T-902d96,A-76fa4d,2024-12-27 00:00:00,2024-12-29 11:00:00,59,high,147,4,FALSE
T-a231f8,A-76fa4d,2023-04-19 00:00:00,2023-04-19 22:00:00,22,high,177,4,FALSE
T-ced995,A-76fa4d,2024-06-24 00:00:00,2024-06-25 19:00:00,43,urgent,92,,FALSE
T-d6943a,A-76fa4d,2023-07-09 00:00:00,2023-07-09 14:00:00,14,low,86,5,FALSE
T-152c1d,A-779e4e,2024-11-03 00:00:00,2024-11-04 16:00:00,40,urgent,171,5,FALSE
T-2ac4b6,A-779e4e,2023-07-09 00:00:00,2023-07-09 22:00:00,22,low,36,3,FALSE
T-39b9b3,A-779e4e,2023-03-24 00:00:00,2023-03-24 23:00:00,23,urgent,86,,FALSE
T-7febc0,A-779e4e,2023-01-27 00:00:00,2023-01-28 09:00:00,33,urgent,79,3,FALSE
T-c2a8c2,A-779e4e,2023-07-11 00:00:00,2023-07-11 15:00:00,15,urgent,86,5,FALSE
T-274cf7,A-781cc0,2024-01-28 00:00:00,2024-01-30 23:00:00,71,low,9,3,FALSE
T-7da6d5,A-781cc0,2024-12-17 00:00:00,2024-12-19 16:00:00,64,high,162,3,FALSE
T-bde8aa,A-781cc0,2024-08-01 00:00:00,2024-08-02 07:00:00,31,high,133,,FALSE
T-f45502,A-781cc0,2024-08-17 00:00:00,2024-08-19 16:00:00,64,high,120,5,FALSE
T-0f1c67,A-78f02b,2024-10-09 00:00:00,2024-10-11 00:00:00,48,low,51,4,FALSE
T-5b0a56,A-78f02b,2024-07-24 00:00:00,2024-07-26 20:00:00,68,medium,42,,FALSE
T-7f7908,A-78f02b,2023-01-10 00:00:00,2023-01-10 08:00:00,8,low,2,3,FALSE
T-bf0575,A-78f02b,2023-04-10 00:00:00,2023-04-12 11:00:00,59,high,125,5,FALSE
T-0bb5ac,A-7920cc,2024-10-21 00:00:00,2024-10-21 13:00:00,13,low,9,,FALSE
T-676fdf,A-7920cc,2024-10-04 00:00:00,2024-10-05 02:00:00,26,medium,122,,FALSE
T-738fd8,A-7920cc,2024-03-15 00:00:00,2024-03-15 05:00:00,5,low,94,3,FALSE
T-7cefd9,A-7920cc,2023-03-31 00:00:00,2023-04-02 15:00:00,63,medium,146,5,FALSE
T-aacbf9,A-7920cc,2023-10-17 00:00:00,2023-10-18 19:00:00,43,medium,160,,FALSE
T-c1ca2b,A-7920cc,2023-06-18 00:00:00,2023-06-19 09:00:00,33,low,150,5,FALSE
T-f27d8b,A-7920cc,2023-09-30 00:00:00,2023-10-01 23:00:00,47,urgent,113,,FALSE
T-20a128,A-7988d1,2024-11-26 00:00:00,2024-11-27 21:00:00,45,urgent,31,3,FALSE
T-c30d17,A-7988d1,2024-09-07 00:00:00,2024-09-07 09:00:00,9,low,104,5,FALSE
T-d01651,A-7988d1,2023-11-28 00:00:00,2023-11-30 04:00:00,52,urgent,61,5,FALSE
T-0a1945,A-798a3f,2024-10-30 00:00:00,2024-10-30 07:00:00,7,urgent,34,4,FALSE
T-885cc0,A-798a3f,2024-05-11 00:00:00,2024-05-11 10:00:00,10,high,33,5,FALSE
T-ae6671,A-798a3f,2023-07-16 00:00:00,2023-07-18 10:00:00,58,urgent,112,,FALSE
T-b6fed7,A-798a3f,2023-12-19 00:00:00,2023-12-20 21:00:00,45,high,9,,FALSE
T-cd4a87,A-798a3f,2023-04-08 00:00:00,2023-04-09 21:00:00,45,urgent,38,3,FALSE
T-9f4e20,A-7a0d69,2024-07-04 00:00:00,2024-07-05 12:00:00,36,urgent,83,,FALSE
T-ce9e96,A-7a0d69,2024-04-25 00:00:00,2024-04-25 22:00:00,22,high,22,5,FALSE
T-2fc301,A-7c4956,2024-06-10 00:00:00,2024-06-10 11:00:00,11,high,102,4,FALSE
T-46f3a5,A-7c4956,2024-12-22 00:00:00,2024-12-22 11:00:00,11,low,64,,FALSE
T-68c8a6,A-7c4956,2024-09-23 00:00:00,2024-09-23 19:00:00,19,high,34,,FALSE
T-220f5a,A-7c5768,2024-04-11 00:00:00,2024-04-13 14:00:00,62,urgent,61,,FALSE
T-320686,A-7c5768,2023-03-10 00:00:00,2023-03-10 08:00:00,8,high,170,5,FALSE
T-4537a8,A-7c5768,2024-10-14 00:00:00,2024-10-14 05:00:00,5,urgent,150,3,FALSE
T-c556c6,A-7c5768,2024-11-21 00:00:00,2024-11-23 02:00:00,50,high,39,4,FALSE
T-cbc17d,A-7c5768,2024-09-30 00:00:00,2024-09-30 19:00:00,19,medium,62,,FALSE
T-03624c,A-7c6b6b,2024-01-29 00:00:00,2024-01-31 10:00:00,58,low,68,3,FALSE
T-17e8e9,A-7c6b6b,2023-09-03 00:00:00,2023-09-04 09:00:00,33,high,63,5,FALSE
T-a1bc5a,A-7c6b6b,2024-06-24 00:00:00,2024-06-26 01:00:00,49,low,41,,FALSE
T-bad86e,A-7c6b6b,2024-09-10 00:00:00,2024-09-12 20:00:00,68,high,144,,FALSE
T-c6fa3a,A-7c6b6b,2023-06-04 00:00:00,2023-06-06 05:00:00,53,low,96,5,FALSE
T-5435e7,A-7c83a1,2024-04-10 00:00:00,2024-04-12 08:00:00,56,high,140,3,FALSE
T-6faf48,A-7c83a1,2024-04-21 00:00:00,2024-04-21 03:00:00,3,high,82,5,FALSE
T-8c66ed,A-7c83a1,2023-09-20 00:00:00,2023-09-22 17:00:00,65,low,38,4,FALSE
T-b5aa6f,A-7c83a1,2023-02-14 00:00:00,2023-02-15 20:00:00,44,low,85,4,FALSE
T-0ae05a,A-7cfe77,2023-04-14 00:00:00,2023-04-14 01:00:00,1,medium,38,,FALSE
T-5dbf5b,A-7cfe77,2023-03-15 00:00:00,2023-03-16 14:00:00,38,high,154,3,FALSE
T-7e77dc,A-7cfe77,2023-12-23 00:00:00,2023-12-23 19:00:00,19,medium,42,,FALSE
T-847498,A-7cfe77,2023-07-17 00:00:00,2023-07-19 11:00:00,59,high,36,,FALSE
T-9bae5a,A-7cfe77,2024-04-14 00:00:00,2024-04-14 23:00:00,23,urgent,176,5,FALSE
T-b0edf2,A-7cfe77,2024-05-06 00:00:00,2024-05-07 04:00:00,28,medium,150,3,FALSE
T-e6b94b,A-7cfe77,2024-10-12 00:00:00,2024-10-13 23:00:00,47,low,143,3,FALSE
T-2bafb7,A-7d514c,2024-12-07 00:00:00,2024-12-09 04:00:00,52,high,39,,FALSE
T-699941,A-7d514c,2024-03-28 00:00:00,2024-03-29 19:00:00,43,urgent,23,,FALSE
T-be97e7,A-7d514c,2024-03-20 00:00:00,2024-03-20 05:00:00,5,low,87,5,FALSE
T-6de710,A-7da956,2024-02-04 00:00:00,2024-02-05 18:00:00,42,low,55,,FALSE
T-da9234,A-7da956,2024-04-20 00:00:00,2024-04-21 11:00:00,35,medium,112,5,FALSE
T-fcd539,A-7da956,2024-07-12 00:00:00,2024-07-12 21:00:00,21,urgent,97,,FALSE
T-06f51b,A-7dacce,2023-01-20 00:00:00,2023-01-21 02:00:00,26,high,5,4,FALSE
T-1742e2,A-7dacce,2024-02-13 00:00:00,2024-02-14 13:00:00,37,high,32,,FALSE
T-8c6169,A-7dacce,2023-07-14 00:00:00,2023-07-14 07:00:00,7,high,135,3,FALSE
T-e85a54,A-7dacce,2024-03-16 00:00:00,2024-03-18 12:00:00,60,urgent,129,4,FALSE
T-9703b6,A-7df7a7,2023-07-04 00:00:00,2023-07-04 08:00:00,8,urgent,142,4,FALSE
T-b2b3fd,A-7df7a7,2024-03-19 00:00:00,2024-03-20 02:00:00,26,high,132,3,TRUE
T-d6707b,A-7df7a7,2023-04-24 00:00:00,2023-04-26 02:00:00,50,high,5,5,FALSE
T-33d113,A-7e0a10,2024-08-11 00:00:00,2024-08-12 09:00:00,33,high,30,,FALSE
T-a7489c,A-7e0a10,2024-01-24 00:00:00,2024-01-26 20:00:00,68,high,72,,FALSE
T-ad6a24,A-7e0a10,2024-12-18 00:00:00,2024-12-19 22:00:00,46,urgent,43,,FALSE
T-ae23c2,A-7e0a10,2023-03-09 00:00:00,2023-03-10 15:00:00,39,urgent,127,5,FALSE
T-ebcbc7,A-7e0a10,2023-09-02 00:00:00,2023-09-02 11:00:00,11,urgent,41,3,FALSE
T-e44461,A-7f29a7,2024-07-08 00:00:00,2024-07-09 00:00:00,24,urgent,5,4,FALSE
T-0f97f5,A-7f4db3,2023-05-12 00:00:00,2023-05-12 19:00:00,19,low,153,3,FALSE
T-10fc64,A-7f4db3,2024-08-09 00:00:00,2024-08-09 12:00:00,12,medium,75,,FALSE
T-8da35c,A-7f4db3,2023-03-14 00:00:00,2023-03-14 15:00:00,15,urgent,60,3,FALSE
T-9bb4f6,A-7f4db3,2024-05-20 00:00:00,2024-05-20 08:00:00,8,medium,14,4,FALSE
T-e58f06,A-7f4db3,2024-06-08 00:00:00,2024-06-09 05:00:00,29,high,155,3,TRUE
T-0a20f3,A-7f6b86,2023-07-03 00:00:00,2023-07-05 17:00:00,65,medium,156,3,FALSE
T-100066,A-7f6b86,2023-01-11 00:00:00,2023-01-13 00:00:00,48,high,166,,FALSE
T-45239b,A-7f6b86,2024-10-28 00:00:00,2024-10-30 17:00:00,65,high,29,,FALSE
T-922d49,A-7f6b86,2024-12-20 00:00:00,2024-12-21 07:00:00,31,urgent,114,4,FALSE
T-bb7fa9,A-7f6b86,2024-09-17 00:00:00,2024-09-19 09:00:00,57,high,81,4,FALSE
T-c18da8,A-7f6b86,2024-07-19 00:00:00,2024-07-19 02:00:00,2,high,91,,FALSE
T-c400c4,A-7f6b86,2023-05-18 00:00:00,2023-05-18 15:00:00,15,high,39,,FALSE
T-621fb8,A-7f8241,2024-04-19 00:00:00,2024-04-20 12:00:00,36,medium,135,3,FALSE
T-12a7d7,A-80eeb6,2023-08-02 00:00:00,2023-08-02 02:00:00,2,low,59,3,FALSE
T-2066b3,A-80eeb6,2023-05-19 00:00:00,2023-05-21 02:00:00,50,urgent,87,3,TRUE
